north,east
1.05,0.36
2.5,-1.89
2.1,-2.22
1.82,0.81
1.78,-0.13
3.54,-2.77
1.04,0
1.66,-3.88
1.51,-3.21
1.93,0.96
3.14,-2.68
1.38,-0.75
0.82,-2.99
2.58,-2
1.37,1.3
2.54,-1.58
2.6,-1.63
1.98,-0.63
1.13,0.97
3.15,-1.65
3.37,-1.97
0.92,-3.08
1.76,-0.23
3.41,-2.54
3.21,-0.6
0.78,-1.6
3.41,-1.05
2.04,0.47
1,-2.12
6.09,-5.28
4.16,-1.26
1.97,0.1
0.79,-0.83
3.21,-1.43
2.3,-1.37
1.82,-2.11
9.53,-1.61
4.07,-0.76
3.55,-1.69
2.21,0.58
2.45,-2.35
1.74,0.28
0.79,-2.86
5.94,-4.16
2.13,0.92
3.5,-1.48
1.86,-2.37
5.64,-2.33
3.63,-2.65
4.71,-3.47
4.41,-1.49
3.65,-1.8
3.62,-3.01
3.38,-3.05
3.74,-1.69
5.83,-4.09
5.71,-3.97
3.73,-1.68
5.67,-2.7
4.6,-3.06
5.67,-2.7
6.49,-3.05
2.79,-0.56
3.71,-1.77
3.72,-1.19
3.73,-1.6
4.31,-2.53
4.97,-2.36
2.17,-2.8
3.42,-1.5
3.42,-1.5
3.31,-1.41
1.31,0.4
0.74,0.19
2.08,-2.1
6.55,-3.57
5.75,-4.16
7.06,-2.74
7.06,-2.79
3.73,-1.66
2.67,-1.12
3.72,-1.66
4.02,-1.65
2.88,-0.36
3.61,-2.25
2.31,-2.94
2.5,-2.78
5.09,-2.2
4.89,-1.58
1.17,-0.55
2.01,-2.29
2.02,-2.32
2.58,-0.7
3.33,-0.16
0.91,-3.18
1.88,-0.43
0.34,-4.72
1.55,-0.77
2.15,-2.03
1.01,-3.79
2.08,-2.84
4.64,-1.69
4.64,-1.7
3.4,-0.45
5.9,-4.22
3.83,-0.51
1.07,-1.78
7.54,-4.44
4.67,-1.48
7.65,-3.32
4.08,-1.51
3.41,-0.52
1.22,1.12
1.37,-1.95
2.48,-3
0.91,-2.44
1.94,-2.07
4.29,-4.58
0.9,-2.47
2.12,-2.49
4.57,-1.36
1.42,-0.59
1.82,0.34
1.36,-1.28
1,-3.14
2.21,-1.43
1.05,-3.19
1.91,-2.23
0.99,-3.78
2.85,-2.34
0.08,-5.18
1.86,0.16
1.07,-1.14
2.24,-1.54
1.05,-4.05
0.54,-3.55
0.96,-1.34
1.57,-4.06
1.47,-2.6
1.02,-1.9
0.79,0.08
2.08,-2.86
1.78,-0.84
1.54,-1.65
1.36,1.15
1.18,-2.15
1.32,-2.6
0.94,-1.21
0.9,-3.06
2.67,-2.25
1.4,-2.61
4.06,-1.6
3.91,-1.1
2.2,-1.72
4.58,-1.44
4.73,-4.44
4.13,-1.55
5.9,-4.51
4.89,-1.39
3.98,-0.79
1.58,-2.95
1.57,-2.88
2.77,-1.97
1.75,-2.14
1.32,-0.63
1.3,-0.66
3.85,-3.06
3.61,-2.78
0.22,-5.12
0.16,-5.09
0.8,-1.8
0.81,-1.68
1.26,0.24
2.84,-0.54
1.14,-4.08
0.39,-3.88
2.71,0.85
2.38,-2.64
0.91,-1.36
0.92,-1.37
2.62,-1.7
2.46,-1.22
1.01,-2.21
1.41,-2.46
1.55,-0.96
0.25,-1.4
2.56,-1.17
0.33,-3.68
2.44,0.24
2.47,-1.48
4.5,-1.55
2.83,0.12
4.44,-3.51
0.87,-3.29
2.69,0.47
2.69,0.45
1.73,-1.59
0.95,0.16
1.2,-0.31
3.31,-1.89
3.45,-2.69
3.01,-1.5
2.94,-2.35
7.6,-3.18
3.73,-2.48
3.42,-1.42
5.86,-3.63
7.19,-2.29
5.01,-1.73
2.51,1.07
5.82,-2.94
1.13,-0.15
6.45,-5.37
0.4,-4.95
1.25,-1.08
3.23,-2.33
1.74,-1.4
0.86,-3.7
7.21,-2.08
0.99,-1.24
0.82,-2.86
2.3,-1.54
4.85,-3.34
6.03,-2.67
3.57,-1.5
3.51,-1.45
1.35,0.78
4.89,-1.54
1.44,0.08
0.8,-1.37
7.42,-4.36
1.19,-3.54
1.21,-2.84
1.03,-2.5
2.43,-2.6
5.1,-3.36
4.94,-2.95
6.25,-3.79
3.55,-2.3
2.75,-1.52
2.69,-2.03
0.58,-1.32
5.95,-3.26
5.83,-4.41
4.74,-1.3
4.89,-1.82
4.73,-1.28
1.13,0.14
2.47,-2.04
1.85,0.9
1.46,0
1.45,0.01
5.07,-1.89
0.96,-1.57
7.58,-1.88
7.46,-6.43
4.85,-1.86
3.86,-1.94
7.51,-2.95
1.6,-4.05
0.72,-3.46
1.49,-2.49
2.49,0.34
7.5,-1.8
1.72,-1.2
2.93,-0.12
2.52,-2.01
1.41,-1.98
0.86,0.57
2.07,-2.54
3.56,-2.34
7.58,-2.62
3.8,-2.8
3.66,-1.85
3.51,-2.21
6.72,-3.4
2.04,-2.73
1.56,-3.54
2.09,-1.89
1.09,-0.9
0.95,-3.19
1.34,-2.77
1.36,-2.64
3.84,-1.56
3.49,-2.46
3.62,-2.8
3.61,-1.86
1.17,-3.94
1.68,0.31
2.67,-3.02
2.09,-2.27
1.94,0.51
1.83,-0.31
6.07,-3.51
1.04,0.16
6,-3.52
1.16,-0.87
1.4,-0.63
0.78,-2.82
0.67,-2.28
1.85,0.55
3.86,-2.22
2.94,-2.73
2.95,-3.04
7.23,-5.91
1.59,-4
2.21,-2.2
3.81,-2.79
0.31,-3.61
0.36,-4.02
0.55,-3.68
1.79,-4.81
3.81,-3.04
0.77,-2.95
5.88,-3.77
0.81,-0.11
0.15,-5.27
1.8,-3.14
1.38,-2.54
5.78,-6.3
3.58,-2.59
3.73,-2.07
3.12,-2
2.01,1.1
2.24,1.13
3.68,-2.44
0.93,-0.23
2.36,-2.3
2.41,1.68
1.74,-4.91
1.86,-1.1
2.23,0.78
3.7,-0.72
7.12,-2.23
0.82,-4.18
1.52,-3.06
1.61,-3.12
1.5,-0.01
3.03,-1.62
0.75,-1.81
0.92,-3.05
0.67,-1.29
0.27,-5.18
1.32,-0.78
2.73,1.09
5.5,-5.34
1.48,-3.19
1.02,-3.42
1.13,-0.01
2.34,-2.03
2.08,-1.65
4.5,-1.58
4.86,-2.93
3.11,-1.35
3.24,-1.82
1.66,-3.2
5.66,-3.92
3.4,-2.57
3.19,-2.92
1.18,1.1
4.37,-2.03
4.85,-4.46
1.82,-1.36
2.11,-4.57
1.8,-4.03
3.08,-3.13
3.04,-3.94
2.98,-3.93
1.72,-3.14
1.77,-3.08
2.13,-4.39
1.63,-3.64
2.15,-4.41
1.62,-3.47
1.67,-3.56
2,-4.63
1.61,-3.59
1.73,-3.65
1.65,-3.6
1.66,-3.46
2.06,-4.55
2.25,-4.02
2.35,-4.1
2.1,-4.54
1.67,-3.56
2.15,-4.35
1.91,-4.57
1.79,-3.26
0.43,-3.62
1.31,-2.71
0.95,-3.12
4.81,-2.42
3.54,-2.83
6.83,-5.23
6.75,-5.81
1.76,-3.17
6.13,-3.11
6.76,-3.85
5.53,-5.13
6.04,-3.63
6.15,-4.04
6.59,-3.35
6.08,-3.6
5.86,-4.04
6.14,-3.64
5.69,-4.72
5.92,-4
6.14,-3.9
8.48,-5.1
5.98,-4.9
5.99,-4.9
7.59,-4.52
5.94,-4.25
1.84,-2.43
1.49,-2.64
2.38,-2.28
2.4,-2.19
1.87,0.46
2.06,-0.74
4.98,-1.67
2.52,-2.2
3.02,-2.04
3.05,-2.47
2.05,-2.93
2.6,-2
1.75,-2.49
2.94,1
2.57,-2.13
3.01,-2.41
2.42,-2.25
2.14,-1.09
4.84,-2.06
0.87,-2.11
0.85,-2.17
0.84,-2.17
3.97,-1.69
8.49,-4.36
5.98,-4.32
5.79,-2.27
3.02,-2.28
3.12,-0.41
0.76,-3.2
5.78,-4.1
6.04,-5.42
6.77,-5.12
7.86,-5.13
1.77,0.46
7.61,-7.21
0.85,-1.78
2.54,-0.82
1.2,-2.33
2.54,-0.57
4.28,-3.1
2.16,1.44
3.49,-0.99
4.95,-1.73
4.95,-1.75
4.96,-1.7
2.34,1.27
4.55,-3.57
1.2,-2.74
1.29,-2.94
2.13,-2.58
2.01,-0.76
3.57,-2
0.89,-1.81
1.29,1.04
3.34,-0.3
3.03,-0.94
3.33,-0.31
3.89,-2.65
4.51,-2.41
2.3,-3.17
1.89,-1.65
1.71,-0.88
1.66,-0.85
1.32,-2.15
1,-4.52
4.67,-2.57
4.81,-3.26
0.91,-0.99
1.71,-1.17
1.74,-1.17
4.97,-2.5
4.75,-3.29
1.84,-1.27
1.23,-0.09
1.99,-0.74
2.89,-2.56
1.85,-4.81
2.21,-0.5
1.56,-1.23
1.09,0.88
2.8,1.21
3.09,-1.12
3.08,-1.12
3.07,-1.15
4.69,-3.33
1.18,-0.05
0.92,-3.05
6.34,-3.18
0.52,-4.68
0.91,-1.75
2.34,-2.38
2.62,-2.45
2.17,-0.94
2.77,-1.88
4.85,-3.4
2,-1.76
2.62,1.44
2.64,1.42
2.37,0.95
2.53,1.69
2.53,-2.07
1.36,-2.37
1.32,-2.48
1.52,-0.12
3.03,-1.8
2.9,-2.41
2.91,-2.43
2.4,-1.81
2.88,-1.89
3.63,-2.98
0.31,-5.17
2.01,-1.37
2.61,-2.01
0.74,-2.17
3.99,-1.75
1.17,-3.4
0.37,-4.94
1.63,-4.11
2.68,-2.6
1.33,0.49
5.66,-2.74
1.86,-0.12
1.28,0.73
1.44,0.74
1.4,-2.24
3.48,-3.05
2.51,1.69
2.48,-2.26
2.14,-0.32
1.59,-1.81
2.36,-2.16
2.34,0
0.44,-4.33
2.31,-1.81
0.76,-2.83
2.97,-2.16
3.43,-0.6
2.32,1.55
2.7,-2.29
2.69,-2.28
5.12,-1.53
5.69,-3.38
3.37,-1.06
5.69,-3.38
2.31,1.59
5.73,-2.67
2.96,-2.07
2.96,-2.06
2.5,-1.69
5.88,-4.39
3.43,-0.72
6.31,-2.71
0.86,-1.14
3.67,-2.24
1.06,0.18
3.56,-2.65
1.71,-1.3
1.82,-1.1
0.71,-4.12
7.24,-3.75
1.35,0.69
2.5,-2.29
1.72,0.21
2.32,0.93
0.39,-4.57
1.16,0.87
1.87,0.54
1.89,0.55
1.8,1.11
2.24,-2.6
1.56,-0.83
0.96,-4.3
9.91,-1.3
7.46,-1.78
1.19,-2.53
6.66,-2.47
1.92,-2.16
3.29,-4.5
0.52,-4.89
0.35,-4.74
3.26,-3.5
1.03,-1.77
2.15,-2.68
1.98,-2.52
2.14,-2.67
3.38,-4.42
3.21,-3.36
3.25,-4.37
2.91,1.15
0.99,0.53
2.02,-1.33
0.52,-4.83
0.38,-4.75
0.14,-5.27
0.33,-4.62
0.9,0.34
1.18,-3.91
0.47,-4.73
0.87,-3.28
2.54,0.69
1.16,1
2.9,-4.49
0.43,-4.5
0.4,-4.77
2.56,-1.7
0.43,-4.67
6.99,-7.41
7.52,-4.28
5.55,-4.55
3,-1.27
5.87,-3.21
5.89,-3.61
7.64,-3.09
7.49,-2.68
0.78,-0.68
7.26,-2.49
5.73,-3.35
5.76,-3.86
2.56,-2.96
3.84,-1.94
7.54,-2.55
0.86,0.55
0.97,-1.71
6.89,-4.8
0.48,-4.24
0.14,-4.99
6.9,-4.82
6.89,-4.82
0.14,-5.65
0.42,-4.74
1.83,-4.29
5.13,-1.86
4.59,-1.7
5.13,-1.9
2.78,-2.49
0.23,-3.83
3.39,-2.7
2.54,-1.83
4.94,-1.47
0.78,-1.54
4.52,-1.95
3.37,-0.81
2.62,-1.69
3.33,-1.47
3.26,-1.5
3.09,-1.56
3.22,-1.38
0.18,-5.26
5.58,-2.81
2.67,-1.8
0.91,-3.49
3.33,-0.95
0.9,-3.19
3.59,-2.33
0.33,-5.14
0.15,-5.27
4.7,-2
3.29,-2.1
3.29,-2.12
0.99,-0.2
2.21,-0.42
0.99,-0.12
3.22,-1.29
3.46,-1.59
1.98,-2.65
4.26,-1.24
1.62,-0.86
5.41,-1.84
4.6,-2.57
3.81,-1.75
3.95,-0.82
5.92,-2.8
3.97,-1.89
3.97,-1.91
3.93,-2.33
5,-2.83
4.74,-3.21
3.64,-2.68
3.79,-2.85
4.1,-2.79
4.78,-3.19
4.78,-3.18
4.38,-1.61
3.86,-1.19
4.09,-2.79
3.51,-1.32
4.78,-3.16
3.81,-1.77
4.81,-2.09
0.55,-4.57
5.15,-1.57
4.54,-2.74
2.76,-2.78
5.89,-3.26
7.88,-4.34
6.44,-5.24
3.62,-0.48
2.01,-4.62
5.39,-2.66
0.59,-1.19
1.83,-2.2
2.75,-1.79
0.81,-3.91
2.65,-1.27
3.89,-2.77
0.57,-3.8
2.61,-1.72
6.01,-3.62
5.97,-4.56
5.78,-3.86
6.6,-5.97
4.34,-2.8
1.07,0.92
5.63,-3.19
5.9,-3.42
6.54,-2.7
6.21,-3.04
5.99,-3.89
7.56,-2.25
5.87,-3.12
5.61,-4.52
6.68,-2.55
7.36,-2.55
6.52,-3.09
3.11,-1.59
1.15,-3.11
2.74,-3.98
2.58,-3.65
1.9,-3.87
2.45,-3.94
3.22,0.21
3.21,-3.48
3.1,-4.27
3.1,-3.37
1.45,-3.35
1.63,-3.9
1.12,-4.14
1.61,-0.8
0.83,-2.42
2.82,-2.63
5.69,-2.68
3.04,-2.29
0.92,-1.28
4.54,-0.98
1.93,0.67
4.39,-3.28
3.73,-1.94
2.84,-1.94
3.36,-2.42
3.91,-2.13
3.11,-0.53
2.85,-0.56
2.99,-2.19
3.72,-0.89
3.03,-1.44
3.32,-2.12
0.46,-1.21
3.68,-1.65
3.19,-2.7
3.49,-2.42
3.73,-1.88
2.26,-0.85
3.64,-1.95
4.28,-3.38
3.43,-3.01
2.75,1.12
3.24,-2.37
2.08,1.23
4.41,-1.98
6.05,-4.36
6.17,-4.17
0.15,-5.26
2.31,-2.57
2.32,-2.57
1,-0.83
1.32,0.69
4.87,-3.31
2.47,-1.88
2.47,-1.85
5.7,-3.35
4.07,-2.09
1.1,-0.87
1.19,-2.17
1.75,0.53
0.87,0.35
1.65,-0.28
5.2,-3.3
6.13,-3.12
2.28,-2.26
6.08,-3.94
8.41,-6.43
8.27,-6.79
8.49,-4.28
8.2,-3.48
4.8,-4.13
2.04,0.68
2.04,0.66
2.2,0.91
7.23,-7.42
7.65,-6.41
4.78,-4.16
4.08,-1.4
1.28,0.29
1.48,-0.89
2.64,-1.69
1.01,-2.98
0.89,-2.42
3.06,-2.98
7.47,-6.7
7.43,-6.73
2.9,-1.37
4.52,-0.81
4.29,-1.35
8.37,-3.16
6,-3.62
7.76,-6.91
1.36,0.48
2.48,-4.06
5.82,-3.02
2.91,-4.14
7.71,-7.19
7.83,-7
7.45,-6.26
6.97,-7.5
4.15,-2.73
4.2,-3.25
2.08,-2.45
0.13,-5.27
0.67,-4.7
0.12,-5.69
1.14,-1.71
0.71,-1.84
2.71,-2.11
0.34,-4.77
0.12,-5.37
0.83,-0.86
0.8,-0.85
1.6,-4.94
0.15,-5.58
0.05,-5.6
0.21,-5.26
3.18,-2.13
0.13,-5.09
0.41,-4.7
0.4,-4.99
0.16,-5.6
4.03,-0.91
0.65,-4.74
1.19,1.07
1.21,-3.59
1.07,-1.53
1.25,1.19
3.21,-2.49
2.97,-0.02
3,0.01
3.89,-1.36
2.98,-0.07
0.17,-5.58
0.16,-5.23
0.23,-4.82
0.17,-5.27
0.12,-5.69
1.67,-0.13
1.71,-2.71
4.88,-2.92
2.63,-1.29
2.33,0.99
5.16,-1.64
1.48,-1.28
3.25,-0.99
4.73,-3.27
0.78,-0.84
0.71,-2.76
5.79,-4.07
0.91,-1.27
1.74,-1.3
1.7,-0.58
1.95,-2.4
1.91,-0.94
0.86,-0.31
7.6,-4.54
0.54,-4.44
3.55,-0.65
2.93,-0.81
2.21,0.25
1.33,-1.84
3.71,-1.47
6.4,-3.03
3.06,-1.94
3.66,-1.91
3.73,-2.78
3.58,-2.51
1.28,0.7
0.05,-5.66
1.02,-3.68
1.62,-0.58
2.52,-1.64
0.42,-4.25
2.84,-4.58
1.19,0.13
2.04,-3.27
2.03,-3.25
1.67,-2.65
2.27,-0.9
3.2,-0.99
2.99,-0.33
3.18,-2.88
2.58,0.5
1.19,0.9
1.19,0.91
1.23,0.51
3.17,-2.86
1.18,0.88
1.2,0.69
1.23,0.51
1.29,0.95
2.02,-0.57
4.56,-0.82
1.88,-1.65
3.7,-1.95
0.69,-1.47
2.46,-2.67
5.41,-1.59
1.91,-2.43
1.77,-4.94
3.2,-0.56
3.2,-0.57
2.88,-1.43
2.88,-1.43
2.97,-2.03
2.75,-1.51
1.18,-0.81
2.18,-0.07
2.43,-1.94
1.32,-2.74
2.76,-0.38
2.08,-0.6
2.22,-0.52
1.57,-0.71
1.74,-0.52
2.36,-2.13
1.54,0.75
1.73,-2.14
2.58,-1.91
0.73,-1.91
2.36,-2.08
4.85,-1.51
1.88,-2.1
1.64,-2.37
2.42,-1.94
1.06,-2.34
2.56,-2.6
1.99,-0.98
1.58,-1.66
1.37,-2.9
1.37,-1.94
2.32,-1.37
1.98,-1.75
1.87,-1.76
5.61,-4.63
6.67,-6.49
0.29,-1.6
4.92,-3.1
4.25,-3.04
4.13,-1.81
2.22,-1.95
1.48,-0.66
0.92,-1.91
1.4,-3.46
0.58,-3.68
1.71,-0.53
1.7,-0.53
1.56,-0.8
1.72,0.19
0.7,-2.24
0.79,-3.81
0.39,-3.67
1.64,-1.5
1.52,-0.04
4.6,-2.09
2.33,0.84
1.99,-0.69
1.73,-2.21
2.7,-2.81
3.48,-1.32
4.73,-1.53
0.67,-1.35
1.51,-0.02
0.7,-3.27
1,-2.32
0.32,-3.63
5.56,-2.71
1.4,-2.1
1.04,-2.84
4.43,-2.51
3.37,-2.37
8.54,-3.32
1.43,-2.63
1,-1.97
1.83,-0.34
1.35,-2.13
0.95,-2.78
5.48,-3.18
2.02,0.88
2.91,-2.28
1.56,0.52
6.1,-3.46
4.51,-2.01
1.6,-0.12
3.88,-2.77
3.37,-2.37
5.53,-2.92
6.14,-3.27
5.8,-3.83
5.49,-2.79
0.6,-4.57
3.52,-2.9
4.29,-2.9
1.49,-2.11
3.55,-2.24
4.64,-2.15
0.96,0.71
2.16,-2.67
2.08,-2.46
2.17,-2.68
1.13,-0.7
3.77,-1.74
5.92,-4.49
1.23,-0.86
3.02,-2.91
0.76,-1.59
0.5,-4.31
0.38,-4.78
2.47,-2.08
2.15,-2.27
1.71,-1.97
2.82,-2.56
1.18,-2.55
1.43,0.18
4.35,-3.09
5.74,-6.28
4.94,-3.21
4.35,-2.92
6.29,-3.1
1.04,-2.27
6.62,-2.8
3.39,-2.87
5.66,-2.01
1.51,-0.84
5.65,-2.87
4.35,-2.78
2.43,-4.03
2.53,0.96
2.63,1.2
1.02,-0.91
1.69,-2.2
1.41,-2.26
1.87,-2.48
2.12,-0.54
2.02,0.85
1.43,-1.39
0.85,-0.72
1.41,-2.24
1.24,-0.29
1.29,0.53
1.74,-0.49
0.78,-4.54
2.12,0.65
1.94,0.9
1.96,0.89
1.95,0.9
2.36,-1.79
1.62,-2.27
2.25,-0.03
2.28,-0.01
0.97,-1.37
2.16,0.52
1.34,1.18
2.41,1.05
2.91,-1.73
2.92,-1.73
7.65,-2.6
1.51,-0.74
4.09,-0.27
6.63,-2.62
0.88,-2.47
1.39,-3.41
3.22,-1.44
1.15,-2.07
0.69,-4.39
2.07,1.45
1.75,0.38
2.06,0.49
1.96,0.35
2.21,-0.68
1.92,0.03
4.15,-4.57
8.52,-3.49
1.12,1
1.12,0.97
8.52,-3.32
7.35,-6.4
2.7,-0.4
3.2,-0.56
3.19,-0.53
2.9,-0.49
3.92,-2.21
3.84,-1.94
4.56,-2.43
4.14,-2.29
3.12,-1.44
3.66,-1.77
3.68,-1.72
4.81,-3.16
3.86,-1.46
4.8,-3.1
4.58,-3.31
3.95,-1.59
1.49,-3.55
0.75,-0.86
2.02,-1.15
1.4,-0.76
8.54,-3.61
6.25,-3.89
3.55,-0.82
2.54,1.21
6.96,-5.76
6.96,-5.75
0.72,-4.28
3.06,-1.68
4.64,-1.52
4.09,-4.76
4.09,-4.76
2.12,-1.06
0.42,-4.59
3.11,-2.18
3.05,-2.18
2.99,-2.7
1.66,-0.81
2.63,0.83
1.51,-2
2.5,-2.04
0.87,-3.35
1.92,1.11
1.44,-1.13
2.84,1.36
2.17,0.76
3.12,-2.47
1.91,1.09
2.17,0.77
2.2,0.79
0.84,-4.24
0.54,-4.66
3.47,-2.21
3.17,-1.68
0.92,-2.59
1.35,-2.24
1.34,-2.25
0.99,-3.18
0.72,-2.49
3.43,-1.38
1.08,-4.07
0.67,-1.15
1.16,-1.1
2.55,-2.07
1.63,-2.36
3.54,-0.12
3.67,-1.75
3.53,-0.13
3.01,-1.67
3.07,-3.01
2.75,-2.17
1.27,-2.76
3.56,-2.37
1.13,-3.07
2.24,-2.03
1.63,-2.37
3,-2.73
2.59,-1.58
2.96,-1.91
3.64,-1.77
3.29,-2.13
1.52,-2.54
2.03,-2.42
2.57,-2.16
2.87,-1.13
1.13,-2.95
2.55,-2.35
0.81,-3.43
2.4,-1.67
3.09,-1.98
2.2,-3.04
0.74,-2.75
3.76,-1.89
3.62,-1.92
3.6,-2.4
3.09,-2.09
0.59,-4.29
2.06,-0.79
3.16,-2.37
3.31,-1.52
1.15,-4.16
2.04,-0.79
1.87,0.61
3.32,-1.74
3.03,-2.24
2.57,1.68
2.04,-0.77
3.31,-1.74
1.71,0.89
1.72,0.88
0.89,-4.39
0.39,-1.34
5.99,-3.95
7.6,-4.31
6.98,-3.48
6.4,-3.62
9.3,-2.98
5.46,-4.62
4.83,-4.46
6.1,-3.93
5.76,-4.24
5.73,-3.67
6.65,-2.52
0.49,-1.56
7,-3.41
8.24,-3.58
8.06,-5.39
6.77,-2.59
5.96,-3.31
5.93,-4.83
7.12,-2.15
7.43,-2.16
6.69,-3.19
7.88,-5.13
9.21,-2.68
6.21,-5.3
0.29,-1.4
0.48,-1.56
4.58,-1.55
4.12,-1.34
2.21,-0.8
8.32,-6.63
1.87,-0.17
1.94,-0.69
1.49,-3.55
3.16,-4.06
2.5,-3.63
5.84,-4.18
4.21,-1.95
5.7,-3.84
8.2,-6.32
2.96,-1.62
2.96,-1.62
1.76,-2.49
1.87,0.55
2.29,1.12
1.02,-1.47
1.89,0.87
4.59,-3.19
3.86,-1.94
3.6,-1.07
3.44,-1.2
9.91,-1.34
2.64,0.98
3.63,-1.36
0.87,-0.32
0.79,-2.32
0.98,-1.33
2.48,-1.41
2.92,-1.24
2.93,-1.24
2.47,-1.41
1.04,-1.13
2.59,1.38
2.3,1.51
1.81,-0.12
2.53,-2.1
2.07,1.09
3.35,-2.16
3.37,-2.13
3.37,-2.18
3.88,-1.36
3.88,-1.62
1.18,-0.57
1.32,-1.06
3.8,-1.63
3.42,-1.27
3.3,-1.4
1.32,-1.09
1.31,-1.05
4.01,-1.81
3.18,-1.31
1.26,1.18
0.77,-3.53
2.31,-0.24
2.37,1.56
4.6,-2.51
4.94,-2.75
3.3,-0.74
3.5,-1.38
3.22,-1.46
2.76,1.28
1.93,-2.58
2.47,-0.83
2.34,-2.92
3.38,-1.27
2.31,-0.24
2.37,1.55
3.01,-2.23
2.89,-1.91
0.93,-1.61
1.34,-0.93
1.08,-0.8
1.05,-2.81
6.74,-6.05
1.2,0.38
2.95,0.63
2.96,0.66
4.72,-1.65
4.94,-1.9
5.93,-4.81
2.98,0.03
7.72,-3.29
3.9,-0.31
2.19,1.27
2.06,-2.35
1.95,-2.37
2.39,-2.85
0.8,-4.25
1.2,-3.57
2.74,1.15
4.62,-3.36
2.44,0.61
2.38,-1.41
4.74,-1.64
3.02,-0.65
2.46,0.38
2.49,0.35
2.62,1.05
4.14,-1.11
1.48,-0.54
2.82,-2.78
2.4,-1.89
3.7,-1.54
1.62,0.62
3.45,-0.48
0.09,-5.63
1.89,0.39
0.72,-1.93
4.53,-1.59
0.7,-1.93
1.17,-1.4
3.3,-0.66
0.68,-3.14
2.16,-2.3
0.77,-1.74
6.12,-3.8
2.32,-1.88
3.19,-0.47
2.78,-1.67
2.85,-0.79
3.2,-0.41
0.64,-1.22
4.55,-3.59
3.07,-0.64
1.96,1.05
4.72,-3.1
4.6,-3.47
4.6,-3.47
3.74,-0.57
5.43,-1.93
3.5,-1.03
4.05,-1.32
5.39,-2.85
5.62,-2.17
2.61,-1.35
3.13,-2.71
3.08,-1.65
1.27,0.1
1.25,0.09
7.07,-2.54
3.15,0.19
1.06,0.76
3.3,-0.59
1.2,-3.51
1.26,-2.13
2.72,-2.54
0.69,-4.18
1.11,-3.94
1.05,-2.47
1.89,0.01
1.89,0.04
2.28,-1.2
2.61,-1.18
2.64,-0.77
1.1,-4.17
4.19,-0.88
4.45,-1.23
1.5,-0.7
2.44,-0.88
1.56,-1.98
1.09,-3.88
1.09,-3.88
1.75,0.11
0.54,-4.35
4.43,-3.54
2.13,-2.26
3.93,-1.63
3.76,-1.09
0.67,-2.24
1.5,-0.71
1.46,-0.74
0.69,-4.46
2.78,-2.2
0.21,-5.28
0.84,-0.9
1.33,-2.54
1.35,0.64
1.88,-0.33
8.22,-6.85
2.91,-2.83
2.94,-1.45
2.93,-1.46
1.69,-2.42
1.75,-2.24
0.1,-5.34
0.91,-4.07
1.74,-2.58
0.96,-1.78
1.74,-2.59
1.29,-3.01
3.73,-1.97
4.03,-1.51
8.21,-6.75
2.89,-1.31
1.94,-4.15
6.72,-2.65
6.73,-2.67
2.5,0.87
9.04,-3.09
7.57,-6.18
3.42,-1.3
1.94,-3.39
3.41,-2.12
3.4,-2.1
0.93,0.58
2.2,-2.58
2.12,1.3
1.3,0.69
1.32,0.56
2.02,-2.11
2.01,-2.13
2.04,-2.1
2.09,-2.97
2.79,-1.4
1.78,0.43
3.85,-3
8.26,-6.29
5.82,-3.66
3.57,-2.39
3.79,-0.92
2.04,-2.8
0.2,-1.18
1.87,-2.64
1.45,-2.04
1.46,-2.05
0.04,-1.24
7.75,-4.08
1.14,0.38
1.2,-3.77
0.83,-4.33
0.89,-4.34
8.12,-7.11
5.06,-1.67
0.33,-4.51
2.08,0.83
1.47,-0.3
1.48,-0.33
2.75,-0.84
1.24,-2.96
0.41,-3.84
1.95,0.07
1.5,-2.62
1.61,0.3
1,0.84
1.01,0.86
2.74,-1.92
2.73,-1.91
3.17,-2.34
3.17,-2.3
2.73,-1.92
2.37,1.04
2.39,1.07
2.8,-1.57
2.38,-1.38
2.08,-1.87
3.67,-2.8
0.29,-1.13
2.41,0.83
2.14,0.86
3.28,-1.7
3.16,-2.97
2.58,-0.28
6.95,-7.44
1.86,0.25
2.37,1.08
1.24,-0.11
6.73,-3.32
2.66,-2.17
0.73,-2.27
2.22,-0.93
1.9,0.28
1.74,-0.08
1.7,-0.36
2.2,-2.2
2.15,-0.46
1.36,-0.63
1.93,0.12
3.32,-1.55
3.15,-2.34
3.09,-1.13
1.95,0.51
2.07,-2.03
4.38,-4.4
4.68,-3.38
0.68,-4.11
7.44,-2.71
0.66,-3.68
0.67,-3.65
0.84,-2.91
0.25,-5.27
0.11,-5.19
1.24,1.12
1.19,-3.8
0.69,-3.28
0.29,-3.84
2.11,-2.55
2.13,-0.54
2.27,-1.59
1.97,-2.29
1.95,0.42
1.63,-1.17
0.08,-1.33
1.3,-0.46
4.71,-1.98
4.82,-2.98
4.97,-2.09
4.98,-2.14
3.1,-3.03
2.9,-0.3
7.19,-2.16
4.64,-3.47
6.5,-3.02
2.4,1.14
2,0.12
1.01,-2.62
4.12,-1.49
4.85,-1.86
3.32,-1.94
4.08,-1.77
5.56,-2.82
0.82,-1.17
3,-2.43
3.33,-1.98
0.31,-4.03
0.4,-4.67
2.07,-4.67
1.73,-2.29
4.51,-2.94
5.57,-5.5
6.8,-2.77
