north,east
54.73,-3.19
54.17,-2.53
52.05,-0.35
59.98,-1.33
58.96,-3.21
51.28,-2.23
52.96,-2.4
53.83,-1.6
54.18,-3.19
54.73,-2.21
53.01,-1.58
53.44,-2.42
53.49,-2.31
52.82,-0.48
51.54,-2.47
52.56,0.18
52.62,-2.48
52.16,-1.92
55.09,-3.7
51.19,-0.21
53.05,-1.35
52.71,1.47
54.94,-2.79
52.32,-0.62
54.24,-0.45
55.61,-4.66
53.67,-2.31
55.11,-1.53
53.27,-4.62
58.56,-3.77
60.34,-0.96
59.04,-3.06
60.59,-1.32
59.08,-3.29
54.68,-3.32
50.93,0.06
52.34,-0.7
51.17,-0.89
53.54,-0.5
52.23,-0.27
50.97,-2.92
50.98,-2.91
52.33,0.4
53.54,-0.82
51.48,-0.02
55.05,-3.56
54.69,-4.37
57.14,-5.82
55.03,-3.62
51.46,-0.34
52.82,-1.37
52.77,-2.38
52.4,-0.56
51.82,-1.24
58.12,-7.11
52.71,-2.57
51.4,0.34
53.04,-2.89
50.89,-1.37
51.08,-1.24
51.08,-1.21
51.04,-0.38
51.57,-2.5
52.82,1.17
52.81,1.18
51.65,-2.73
51.66,-2.75
54.77,-2.91
54.36,-2.1
51.51,-0.51
51.53,-0.53
52.42,-2.19
54.84,-1.79
51.83,-0.63
51.85,-0.62
52.19,-2.77
50.38,-3.92
51.68,0.09
51,0.87
51,-2.2
51.26,0.26
52.64,0.79
51.37,0.71
50.9,-2.21
50.92,-2.2
51.36,-2.79
52.29,0.81
52.31,0.8
52.61,-2.47
53.72,-2.62
53.03,-2.1
50.74,-3.4
53.05,-1.34
51.77,-2.17
51.86,0.27
51.73,0.06
53.55,-1.75
50.72,-4.56
50.79,-4.01
51.25,-0.58
53.66,-1.86
51.64,-4.82
57.56,-4.55
55.99,-4.58
56.14,-3.28
58.57,-3.58
58.43,-3.11
51.92,0.76
54.97,-1.47
51.04,0.18
51.9,0.49
56.46,-5.71
53.7,-1.56
51.77,1.11
51.44,-0.76
55.66,-2.74
55.47,-2.55
55.46,-2.55
51.72,-4.78
57.65,-4.16
51.43,-1.18
53.99,-1.57
54.36,-4.49
53.59,-2.25
51.63,-3.86
55.68,-3.78
54.98,-1.61
50.78,0.21
50.8,-4.47
51.78,-2.76
51.8,-0.49
53.22,-2.31
54.68,-2.88
52.67,-0.92
53.75,-1.47
58.63,-3.06
50.96,0.47
56.79,-2.34
53.59,-2.48
53.68,-2.62
52.69,1.5
51.75,-5
55.82,-4.5
55.21,-3.43
51.84,-4.33
53,-3.04
50.26,-5.15
50.17,-5.41
55.43,-4.53
55.94,-3.1
52.74,1.06
51.6,-0.6
51.94,-5.04
53.32,-1.47
53.42,-1.39
55.88,-4.35
51.81,-2.62
51.84,-2.58
53.58,-2.09
52.91,-2.37
53.5,-1.42
50.74,-1.8
51.06,0.08
53.9,-1.98
55.89,-3.28
54.35,-4.54
50.64,-3.85
50.92,0.81
54.49,-2.32
55.68,-3.6
55.9,-3.18
57.11,-2.13
55.65,-3.44
57.51,-5.85
55.51,-4.07
55.88,-5.24
52.5,-2.07
50.23,-5.08
53.58,-0.74
53.12,0.03
53.91,-1.48
51.14,1.25
53.54,-2.37
54.2,-2.61
54.38,-2.01
54.08,-2.42
53.68,-1.94
53.34,-2.64
53.37,0.01
53.38,0.02
52.08,0.48
52.96,-1.55
56.35,-3
56.35,-3.02
55.65,-2.71
54.52,-3.54
51.86,0.97
53.57,-0.24
53,-2.29
52.1,-0.54
53.78,-1.89
54.89,-2.32
51.14,-3.13
51.8,0.3
51.83,-5.04
51.32,-2.11
52.82,-1.28
50.22,-5.33
57.26,-2.64
53.86,-1.91
56.11,-3.78
57.62,-2.48
55.95,-5.7
55.95,-5.71
55.84,-5.96
51.06,-2.65
55.21,-3.8
52.84,-0.47
58.53,-3.13
57.47,-6.28
57.53,-2.97
57.49,-1.78
53.89,-2.15
52.95,-0.51
53.87,-1.72
54.51,-2.69
54.4,-2.17
54.26,-0.92
54.06,-1.84
53.83,-1.1
53.49,-0.76
53.08,-0.85
55.95,-4.67
54.32,-4.47
50.66,-4.26
53.75,-2.91
57.56,-3.38
56.5,-2.89
50.23,-3.68
51.47,-2.07
54.43,-2.52
52.93,1.1
53.71,-1.21
53.7,-1.16
60.69,-1.01
54.71,-1.47
55.37,-3.99
54.52,-3.6
50.6,-4.27
50.52,-4.8
50.51,-4.32
52.4,-0.92
51.68,-1.63
52.23,1.48
53.2,-2.72
52,-0.07
54.83,-3.26
55.59,-2.44
53.16,-1.5
53.39,-0.12
53.22,-3.09
51.4,-2.43
56.61,-4
55.01,-3.59
54.57,-2.12
54.91,-3.96
56.13,-3.38
56.14,-3.38
51.82,0.69
51.65,0.25
55.74,-4.18
55.88,-4.31
55.87,-4.3
50.1,-5.67
51.2,-3.91
56.32,-2.95
52.63,-2.4
51.67,-2.03
51.65,-2.03
52.03,-2.08
53.2,-2.3
57.23,-2.44
51.17,0.9
51.95,-2.48
51.95,-2.48
52.13,-2.22
51.66,-1.77
52.32,-1.79
51.24,-1.14
52.12,-0.49
52.11,-0.52
52.08,-0.49
52.11,-0.55
52.43,-2.95
50.81,-0.12
51.3,0.22
51.36,0.72
51.32,0.58
51.05,0.8
52.08,-2.83
51.73,-1.63
54.32,-2.75
52.36,-2
51.5,-2.49
51.67,-3.17
55.15,-4.19
57.68,-6.31
53.54,-1.45
51.51,-3.73
51.53,-3.68
52.33,-1.57
51.31,-0.1
52.59,-2.65
57.54,-5.76
56.58,-4
50.65,-3.52
51.41,-2.84
50.62,-4.43
50.1,-5.41
50.11,-5.41
50.85,-3.69
56.1,-3.73
52.26,0.49
57.34,-2.78
52.28,0.47
50.66,-3.54
52.43,0.98
51.16,0.87
51.71,-1.24
51.47,-0.12
55.81,-4.33
51.39,-2.8
56.2,-3.04
50.94,-2.98
52.38,0.43
54.07,-0.8
56.51,-6.89
57.47,-6.3
51.52,-0.22
51.53,-0.21
51.52,-0.21
51.49,-0.2
53.41,-2.96
51.85,-0.52
56.66,-5.26
56.95,-7.51
51.92,-2.85
52.26,0.49
50.86,-3.33
51.16,-3.97
51.16,-3.98
51.54,-0.15
54.42,-2.84
50.63,-3.48
52.23,1.2
51.57,-0.31
54.99,-1.65
55,-1.68
54.99,-1.67
52.23,1.22
51.82,-2.33
56.75,-5.84
54.33,-2.75
50.72,-4.56
54.17,-2.93
51.9,-2.37
52.02,-0.7
51.01,-1.54
50.97,-0.26
51.26,0.37
52.86,-2.86
52.85,-2.87
50.26,-5.06
53.45,-2.57
56.11,-4.33
51.33,-1.75
54.3,-1.29
55.6,-2.36
52.77,1.08
53.54,-1.51
52.45,-1.54
52.45,-1.53
55.64,-3.19
54.12,-4.52
50.25,-5.14
50.25,-3.69
51.85,-2.61
53.28,-2.1
53.27,-2.09
50.08,-5.58
54.34,-4.47
57.33,-4.77
52.49,-3.26
55.8,-5.03
53.03,-2.12
51.99,-2.88
53.5,-2.28
53.15,-0.93
50.63,-3.33
50.55,-4.38
51.04,-3.95
52.05,0.91
52.05,0.88
52.04,0.9
55.13,-2.83
52.04,-2.01
50.84,-3.3
52.11,-2.2
50.14,-5.38
52.05,1.22
52.41,1.7
52.4,1.71
50.27,-4.82
50.39,-5.02
51.35,0.02
51.36,0.03
54.59,-3.14
52.84,1.48
52.58,1.24
51.69,-5.18
51.96,-2.4
52.68,-2.48
52.68,-2.46
53.26,0.03
52.39,-0.72
52.57,1.18
56.52,-3.25
52.11,0.86
56.25,-3.13
52.62,-1.69
52.19,1.3
51.25,0.46
51.84,0.04
56.25,-3.09
55.07,-3.34
53.3,-2.03
54,-1.66
54,-1.66
60.49,-1.07
52.84,0.9
53.63,-1.51
53.26,-0.74
59.22,-2.61
54.14,-2.04
52.62,-0.56
51.38,0.12
51.47,-0.28
51.19,-2.65
51.36,-2.96
53.57,-1.54
53.95,-0.93
53.35,-0.69
50.52,-4.71
51.34,0.68
51.22,-2.33
54.42,-0.76
53.16,-2.16
52.64,-1.01
50.71,-1.57
57.58,-1.88
53.7,-0.12
50.91,-0.13
51.41,-2.5
51.73,-0.01
51.12,0.35
52.24,-0.43
52.23,-0.41
52.36,-0.47
51.34,0.69
52.86,-1.09
50.98,-3.11
54.89,-1.62
52.53,-0.99
52.53,-0.99
51.46,0.02
54.57,-3.45
53.84,-1.39
52.66,-2.22
52.38,-2.26
51.89,-1.4
57.47,-2.11
52.58,1.11
51.81,-1.29
51.5,-1
53.03,-2.79
53.08,-2.25
51.73,-4.31
56.49,-5.41
55.23,-2.59
51.4,-1.18
55.83,-4.55
55.81,-5.65
55.75,-4.69
55.9,-4.4
56.36,-5.48
56.28,-5.63
56.06,-5.16
51.53,-0.21
54.2,-1.21
53,-1.43
52.54,-1.08
52.56,-1.1
55.75,-5.02
55.45,-5.68
55.75,-6.46
56.69,-6.11
55.78,-6.45
56.34,-5.18
56.2,-2.83
51.92,-2.45
57.52,-4.38
55.98,-4.83
54.47,-1.07
57.74,-4.08
57.49,-6.42
55.44,-5.13
56.88,-6.13
55.95,-3.98
57.24,-2.89
56.29,-2.69
53.9,-1.98
55.95,-5.31
51.73,-4.72
55.27,-4.75
51.67,-2.76
50.35,-4.71
55.58,-2.19
54.06,-0.38
56.48,-6.97
51.86,-2
55.41,-5.6
50.87,-4.48
53.31,-1.32
50.4,-4.95
51.61,-4.02
55.63,-5.67
56.03,-4.37
57.59,-4.22
54.56,-1.7
56.69,-4.38
56.73,-3.78
57.31,-5.42
58.48,-3.18
56.45,-4.32
53.8,-1.5
54.01,-1.57
51.19,-3.91
54.28,-2.6
55.03,-1.57
55.02,-1.56
55.02,-1.56
56.09,-5.49
50.19,-5.3
55.69,-2.87
55.88,-4.62
56.24,-4.24
56.07,-5.56
57.67,-6.32
56.37,-3
57.17,-6.07
55.6,-4.5
56.12,-5.49
55.63,-4.54
56.26,-5.48
55.8,-6.16
51.26,-2.44
51.03,-1.15
56.08,-5.29
56.08,-5.45
56,-5.57
51.12,-2.33
50.76,-3.03
51.11,-2.32
56.5,-6.94
56.9,-5
57.46,-4.51
57.09,-5.88
56.37,-5.43
55.44,-5.22
55.91,-5.68
56.75,-6.05
57.64,-6.39
57.43,-6.58
57.73,-4.1
57.51,-4.22
55.98,-4.93
55.85,-6.34
55.71,-3.78
51.08,0.42
51.86,-2.58
51.49,-0.83
54.67,-3.22
53.46,-1.3
56.52,-6.24
56.33,-5.52
53.61,0.13
54.09,-2.04
53.92,-0.49
53.94,-0.75
56.08,-6.19
55.49,-5.32
51.96,-2.81
57.14,-7.39
58.13,-3.73
53.72,-0.83
53.72,-0.84
56.22,-2.69
52.33,-1.17
56.41,-3.28
55.97,-4.06
57.43,-4.5
51.18,-3.2
54.55,-0.91
53.3,-1.11
54.54,-0.93
57.63,-6.39
51.17,-3.23
52.96,-0.81
55.65,-4.7
52.99,-1.27
52.59,1.05
53.43,-1.39
53.44,-1.39
54.81,-1.61
51.75,-0.84
52.29,-0.4
52.24,-2.7
51.02,-1.53
52.46,-1.14
50.61,-2.12
55.6,-2.08
51.21,-1.6
51.84,-0.3
50.88,-4.4
57.62,-4.29
58.25,-3.94
56.21,-3.95
55.43,-4.6
56.35,-2.87
57.86,-4.36
56.06,-3.72
57.08,-2.69
57.06,-2.33
57.11,-2.11
57.12,-3.93
56.62,-3.64
53.53,-1.59
52.15,-1.51
51.93,-1.87
52.42,-1.82
56.38,-3.36
56.61,-5.52
55.76,-5.04
50.59,-1.28
50.54,-4.44
51.74,-2.82
51.37,-2.69
57.6,-2.48
53.41,-0.42
51.3,-0.56
50.82,-4.44
50.95,-3.96
51.9,-1.63
51.06,-2.15
55.04,-3.61
56.06,-3.19
56.16,-3.24
55.53,-3.42
56.44,-3.08
52.06,-2.77
50.32,-4.2
51.73,-0.72
56.29,-2.66
51.12,-3.45
50.28,-3.78
52.74,-1.82
57.51,-6.36
52.56,-1.69
51.57,-0.28
50.98,-2.81
50.96,-2.47
51.94,-2.64
55.96,-3.55
51.31,-1.25
51.34,-1.24
52.56,-0.52
51.66,-2.27
50.94,-4.09
52.22,-1.88
51.72,-2.23
55.5,-5.1
51.91,-2.1
51.03,-2.7
50.74,-3.06
51.18,1.39
51.59,-1.77
51.4,-2.27
51.29,0.76
52.54,-0.17
56.09,-3.41
56.07,-3.44
52.15,-2.26
51.89,-1.15
50.6,-4.1
51.74,-0.92
52.13,-2.7
51.11,-0.34
53.72,-2.71
52.42,-2.28
55.7,-4.48
51.25,-1.11
51.37,1.43
52.23,-2.33
51.99,-2.35
52.2,0.79
52.21,0.79
51.11,-4.07
52.42,-1.89
52.25,-0.93
52.22,0.12
52.56,-2.03
51.68,-2.36
51.55,-1.79
51.7,-1.95
51.86,-2.24
56.35,-4.33
52.49,-1.76
54.84,-3.32
50.49,-3.58
56.25,-3.13
55.91,-3.26
50.77,-2.78
52.24,-2.82
51.53,-0.08
53.29,-4.64
52.69,-2.77
51.7,-0.45
51.13,-0.88
53.01,-2
53.26,-2.67
51.06,-0.73
53.01,-1.97
53.01,-2.01
52.25,-0.88
52.57,-2.31
52.75,0.38
54.58,-2.58
50.91,-1.17
53.03,-2.98
52.83,-1.39
51.74,0.08
53.5,-2.75
55.63,-3.19
56.63,-2.86
52.38,-1.34
52.83,-1.42
52.48,-2.34
51.11,0.85
52.4,-1.92
52.59,-0.99
50.95,-3.88
55.82,-4.25
52.14,-2.83
52.36,-0.15
51.07,-1.48
50.88,-2.39
51.72,-2.27
52.02,-1.27
50.4,-4.18
52.54,-1.88
50.54,-3.59
57.59,-3.84
53.24,-1.86
51.97,-2.72
52.26,-0.9
52.25,-0.9
50.62,-1.33
50.8,-1.07
50.88,-2.35
50.67,-3.33
50.81,-1.8
50.34,-3.54
50.3,-3.92
50.61,-2.07
52.17,-0.04
52.03,-0.68
52.07,1.29
57.67,-3.12
51.21,1.13
53.45,-2.09
56.02,-2.73
51.67,-1.42
51.68,-0.94
50.83,-0.25
51.13,-2.23
50.91,-2.89
52.01,-2.84
51.91,-2.53
53.54,-1.5
52.85,-1.91
51.56,-1.62
50.79,-0.46
54.11,-1.54
51.58,-1.53
50.71,-2.41
50.85,-0.02
52.83,-1.25
55,-1.67
50.71,-2.59
51.39,-2.86
51.7,-0.95
51.05,-3.11
53.74,-0.34
51.42,-0.26
54.92,-2.95
51.7,0.28
51.89,-0.31
51.36,-2.38
53.35,-2.73
50.34,-3.57
52.49,-2.17
51.12,-3.28
51.21,0.63
52.33,-1.73
52.17,-3.03
51.55,0.45
51.68,-0.4
51.61,-2.37
51.28,-0.22
51.45,-2.51
53.4,-2.64
52.61,-3.12
52.32,-1.72
52.28,-2.39
52.61,-2.23
51.09,-1.3
52.19,-2.01
52.19,-3.04
51.6,-2.55
51.49,-2.11
51,-2.34
51.49,-2.14
57.07,-4.06
51.06,-2.68
56.9,-2.42
57.46,-2
55.06,-2.76
52.41,-2.42
58.26,-4.83
56.29,-3.16
56.96,-7.51
57,-6.28
56.18,-4.49
58.45,-5.07
56.85,-5.33
57.59,-5.31
56.7,-4.97
56.96,-4.4
56.78,-5.76
56.71,-4.97
56.69,-4.18
56.91,-5.86
57.62,-3.57
53.3,-3.53
57.26,-2.31
57.46,-4.26
57.47,-2.06
56.71,-3.71
56.43,-3.25
56.43,-3.23
57.98,-4.14
56.85,-2.24
56,-3.63
56.64,-2.65
52.77,-2.99
52.13,-2.96
52.08,-2.19
52.26,-3.11
53.14,-3
56.2,-3.33
54.58,-1.92
52.86,-1
56.2,-3.43
56.47,-3.33
51.83,-0.4
52.97,-2.49
52.01,-2.1
53.62,-1.38
50.76,-1.91
56.02,-5.62
51.39,-1.45
57.61,-3.67
56.33,-3.4
52.36,-2.88
52.76,-2.93
57.23,-2.36
56.34,-6.35
56.11,-5.7
57.24,-3.8
52.44,-2.23
52.46,-1.63
54.87,-1.68
54.36,-1.58
53.76,-1.37
56.12,-4.17
54.86,-3.82
55.54,-2.73
55.55,-2.73
51.12,0.34
51.26,0.17
58.94,-3.11
59,-3.32
59.1,-3.25
54.15,-4.51
52.59,1.36
52.74,-0.94
52.48,1.48
52.38,-1.57
51.83,1.22
52.62,-1.23
52.49,1.49
54.09,-0.62
54.44,-1.8
54.27,-1.29
51.84,1.22
54.2,-0.82
52.63,-1.24
52.47,1.48
54.34,-1.37
54.01,-0.78
54.25,-1.43
51.02,-0.56
60.3,-1.11
60.37,-1.13
54.8,-4.19
54.91,-3.01
56.52,-6.81
60.8,-0.8
54.89,-3.09
54.91,-3.6
54.71,-3.47
53.59,-1.07
54.89,-3.21
54.3,-1.61
55.63,-3.12
53.98,-0.5
53.6,-1.71
54.44,-1.18
53.47,-2.89
53.41,-0.4
53.13,-0.02
54.34,-1.57
53.09,-0.38
54.1,-1.42
53.09,-1.25
54.22,-3.19
52.99,-0.37
54.19,-2.59
54.04,-2.16
52.59,-1.33
54.16,-1.64
54.25,-0.92
54.26,-0.94
53.14,-0.14
53.93,-1.51
54.46,-2.35
54.61,-2.57
52.83,-0.41
53.85,-1.24
53.08,-1.26
56.1,-3.17
55,-2.73
54.96,-5.09
55.38,-4
54.91,-4.62
54.82,-4.05
53.43,-2.99
53.94,-1.4
53.74,-0.45
55.66,-3.81
56.22,-3.16
54.97,-3.78
52.95,-1.33
54.07,-0.88
53.78,-2.88
53.69,-1.56
53.98,-1.29
53.54,-2.28
55.13,-1.98
55.08,-1.98
53.65,-1.72
57.47,-4.41
56.73,-2.52
55.82,-3.23
55.93,-3.49
55.76,-4.31
53.59,-2.16
55.49,-2.98
54.92,-2.68
57.17,-6.07
54.82,-4.46
55.93,-4.16
53.04,-1.61
55.19,-3.88
54.54,-3.43
54.68,-2.55
54.82,-3.15
56.18,-3.03
56.18,-3.04
54.74,-3.27
52.93,-1.58
54.58,-1.08
53.6,-2.33
54.47,-1.35
52.45,1.72
54.22,-1.52
53.1,-1
54.99,-2.89
55.95,-3.41
54.68,-4.91
54.67,-1.59
55.33,-4.61
54.27,-4.59
56.72,-3.5
55.16,-3.55
55.66,-3.92
55.56,-2.14
55.88,-3.42
57.37,-2.81
55.83,-3.85
55.32,-4.77
54.76,-2.7
55.19,-3.72
55.01,-3.9
55.01,-3.14
53.55,-1.08
54.2,-3.33
55.84,-4.04
53.63,-1.23
53.81,-1.6
55.5,-3.17
58.63,-3.13
53.67,-1.45
57.95,-4.04
57.41,-5.48
55.4,-2.72
55.11,-3.61
56.52,-2.97
56.16,-4.4
57.31,-2.59
56.41,-3.03
56.6,-2.94
55.87,-3.55
56.06,-3.23
56.56,-2.6
57.28,-5.6
55.93,-4.59
56.53,-3.07
57.45,-2.48
56.68,-2.49
57.37,-2.6
56.26,-3.06
57.05,-2.38
57.22,-3.04
56.72,-3.29
56.67,-3.09
56.21,-2.93
56.56,-3.41
56.79,-3.8
57.08,-2.24
56.76,-2.77
56.53,-2.79
57.31,-2.53
57.36,-2.51
57.15,-2.33
57.2,-2.64
55.62,-4.52
57.5,-1.8
57.54,-1.85
57.62,-2.55
57.63,-2.83
56.95,-2.24
57.43,-3.13
55.68,-3.4
58.97,-2.95
55.15,-2.01
55.06,-3.37
55.84,-4.06
55.54,-2.28
53.58,-0.33
53.41,-0.22
55.95,-4.91
56.66,-3.01
52.52,1.37
55.03,-3.2
55.1,-3.16
52.17,0.45
52.16,0.45
51.86,-1.28
58.53,-4.16
52,1.3
52.92,-0.06
53.21,-0.96
55.87,-3.55
52.94,-0.09
52.95,-0.12
53.47,-0.6
54.26,-3.39
52.22,-0.99
50.82,-2.99
53.57,-1.65
51.97,-1.65
52.29,-1.76
50.72,-1.22
52.3,-1.31
50.97,-2.22
51.73,-2.16
51.32,0.49
53.54,-2.68
50.99,-3.32
51.58,-4.06
51.66,-0.2
52.48,-1.78
53.35,-2.18
50.82,-2.86
57.15,-2.13
51.09,-1.05
51.98,-2.78
53.34,-1.26
51.56,-3.99
53.34,-0.76
53.35,-0.73
51.31,-0.62
51.02,-1.97
51.02,-2.99
51,-1.43
56.46,-3.17
51.04,-2.21
53.11,-0.89
52.49,-1.08
53.96,-1.14
52.85,1.41
52.16,-2.82
52.24,-0.05
54,-1.46
54.87,-2.51
59.06,-3.22
51.32,0.23
57.47,-2.18
51.33,1.14
52.24,1.1
53.93,-1.11
54.27,-1.34
51.86,-0.18
53.74,-0.89
58.21,-6.95
53.16,-0.95
52.07,-0.04
53,-0.94
51.57,-4.22
52.93,-2.12
52.38,0.89
51.13,-3.94
52.18,-1.43
51.32,-2.89
52.82,-2.28
52.8,-2.28
51.18,-3.16
50.77,-1.94
50.89,-2.55
50.32,-4.08
52.34,-3.05
52.2,-1.95
51.58,-1.59
51.43,-1.58
52.95,-2.41
52.6,-1.13
52.6,-1.13
52.32,-2.54
50.37,-4.77
51.93,-2.16
51.49,-0.17
52.52,0.06
51.23,-1.48
51.44,-0.1
50.58,-4.72
55.9,-3.53
55.89,-4.36
52.19,-2.41
52.23,-3.04
54.38,-3.01
56.35,-5.48
52.87,-0.78
54.82,-1.83
53.04,-1.7
57.55,-2.77
54.63,-2.51
58.04,-5.03
56.32,-6.2
57.02,-3.28
57.29,-3.31
57.45,-3.35
58.02,-4.11
57.57,-2.78
57.54,-6.58
54.81,-4.21
51.59,-2.24
57.35,-2.61
55.49,-5.1
55.61,-4.55
53.05,-1.65
57.58,-4.51
58.54,-3.63
54.87,-5.05
51.44,0.28
51.31,0.12
52.79,-2.99
52.78,-2.96
55.61,-4.51
57.57,-7.47
55.3,-1.9
57.57,-7.45
51.32,0.25
55.87,-5.91
54.23,-4.65
52.19,1.53
51.02,-2.74
51.58,-2.82
51.14,-3.1
53.3,-2.3
54.08,-1.71
52.93,-2.93
52.94,-2.93
51.16,-2.1
52.66,-0.81
53.2,-1.98
57.49,-6.37
53.92,-2.99
52.25,-0.53
52.24,-0.53
53.7,-1.25
53.5,-2.12
50.92,-2.89
53.97,-2.36
53.41,-2.9
51,-4.26
51.61,-0.65
52.36,-2.63
55,-4.64
54.9,-2.93
55.98,-2.62
55.15,-2.03
57.56,-2.67
55.77,-3.99
53.03,-2.34
51.14,-2.95
51.12,-4.15
50.63,-3.34
50.85,-3.42
50.79,-3.73
52.35,-2.6
52.38,-1.73
51.33,-1.77
51.42,-2.57
52.21,-1.94
52.35,-2.6
51.41,-0.5
53.83,-2.56
52.37,-1.75
51.38,-0.59
53.85,-1.92
52.51,-2.41
50.52,-3.62
50.89,-2.93
52.03,0.59
51.5,-0.81
50.88,-1.97
51.23,1.26
52.94,-2.22
53.69,-2.1
53.78,-1.53
50.99,-3.68
51.13,0.54
52.35,-3.1
52.28,-0.63
53.29,-2.37
53.02,-2.25
53.73,-2.44
53.1,-2.18
53.65,-1.92
50,-5.18
57.26,-5.73
57.27,-5.71
55.82,-4.09
57.21,-5.67
58.25,-5.03
58.25,-5.05
52.1,-2.61
51.8,-2.69
51.93,-2.67
52.77,-2.96
52.74,-2.49
52.26,-2.55
52.25,-2.58
52.26,-2.55
52.29,-2.58
58.34,-6.66
58.09,-6.53
58.21,-6.39
53.53,-0.17
53.54,-0.14
51.69,-0.81
53.33,-2.24
53.23,-2.45
53.16,-2.92
54.56,-1.13
52.29,0.6
51.41,-2.13
52.21,-1.4
50.04,-5.1
51.2,0.41
50.94,0.95
53.06,0.07
54.08,-1.78
53.23,-1.94
50.31,-4.96
51,-1.4
56.26,-3.13
53.14,-1.22
55.93,-4.72
50.66,-4.37
52.34,-1.57
53.51,-3.04
54.25,-3.24
52.37,-2.77
53.59,-2.12
55.71,-2.19
52.62,-2.94
54.91,-1.62
51.97,-2.59
52.2,0.55
51.44,-0.02
52.9,-2.75
55.89,-3.53
52.47,-1.92
52.24,-2.19
53.82,-1.5
52.62,-2.48
53.47,-2.72
56.68,-5.87
56.39,-4.98
55.62,-6.13
55.44,-5.24
55.93,-5.86
57.01,-4.29
57.02,-4.81
57.1,-3.9
50.79,-0.73
57.86,-5.55
55.68,-4.13
55.64,-4.44
55.42,-4.62
55.76,-4.07
51.57,0.4
57.47,-5.32
50.37,-4.11
58.02,-4.4
58.03,-4.4
53.79,-1.72
54.68,-2.83
54.61,-2.07
50.25,-5.24
51.15,-1.81
51.06,-4.07
50.64,-1.18
50.7,-2.02
50.67,-4.09
50.85,-4.21
51.5,-0.67
52.61,1.29
52.4,0.51
51.1,-0.53
52.3,-1.92
51.48,0.27
54.27,-2.96
51.4,-0.49
51.49,-3.62
50.13,-5.13
51.98,0.75
52.75,1.31
51.94,0.96
55.68,-2.41
51.02,0.59
53.53,-2.69
51.09,0.38
51.11,0.35
52.51,-2.01
52.14,0.49
54.65,-3.3
55.89,-4.28
54.91,-2.51
52.99,-1.06
51.5,-1.54
50.31,-5.14
51.64,0.12
51.62,0.12
51.47,-1.55
51.39,-2.34
50.76,-2.75
51.2,0.56
51.11,-0.27
50.78,-2.01
51.8,-5.04
54.88,-1.54
50.44,-4.48
50.56,-4.2
54.91,-1.61
59.21,-2.68
57.75,-4.11
55.56,-3.63
55.52,-5.13
50.23,-4.79
53.75,-2.51
54.7,-2.93
50.44,-4.77
50.06,-5.57
50.23,-4.98
52.11,-4.08
51.79,-4.68
51.66,-4.87
54.56,-3.42
52.35,-0.9
51.47,-0.37
51.11,-2.5
50.83,-4.41
50.73,-4.35
55.66,-3.78
54.04,-2.81
54.81,-1.75
50.82,-0.32
52.26,0.15
50.98,-4.19
57.12,-2.43
50.97,-1.64
50.98,-1.64
53.5,-2.64
50.63,-1.19
50.75,-4.24
53.35,-3.08
51.61,-4.22
51.06,-4.01
51.06,-4.01
51.63,-3.95
50.8,-1.09
50.87,-0.01
50.41,-4.29
50.48,-3.73
51.76,-4.88
51.75,-4.89
53.47,-2.01
50.42,-4.21
52.28,0.37
52.65,-2.01
50.39,-5.06
50.61,-4.51
53.81,-1.92
53.81,-2.19
51.16,-0.79
51.05,-1.04
51.2,-2.27
51.02,-1.21
50.77,-4.22
50.72,-2.22
50.67,-1.08
50.48,-4.77
51.86,-2.52
51.62,-0.84
51.41,0.24
53.83,-1.97
54.32,-3.38
53.91,-2.19
53.46,-1.47
53.15,-3.07
53.14,-1.34
54.24,-3.01
53.94,-2.38
53.76,-2.32
53.88,-2.03
53.84,-1.66
53.4,-2.04
53.63,-2.59
53.34,-2.03
53.12,-2.44
53.08,-2.19
53.08,-1.47
52.9,-1.65
52.62,-2.17
53.27,-0.8
51.69,-4.89
55.15,-2.33
54.76,-2.25
53.56,-1.71
53.6,-1.69
53.45,-2.57
53.28,-1.76
52.59,-2.04
53.84,-2.86
50.6,-2.49
54.96,-2.7
50.36,-4.7
52.41,-2.54
51.71,-4.79
51.75,-0.69
52.55,-2.11
53.85,-2.12
53.69,-2.33
52.65,-2.06
50.76,-4.25
50.36,-4.02
56.75,-5.76
51.02,-3.05
52.89,-0.93
55.92,-4.59
53.95,-1.86
54.49,-1.15
54.08,-2.27
54.67,-2.23
51.55,0.4
50.85,-1.4
51.82,0.9
51.02,-3.14
50.8,-3.39
50.76,-3.56
52.04,-0.28
51.75,0.64
51.71,-1.65
53.11,-0.77
50.99,-3.26
50.8,-3.37
51.32,-2.76
51.02,-2.32
50.88,-2.96
52.28,0.88
51.94,0.93
52.92,0.97
52.69,-0.75
55.56,-3.27
53.8,-2.45
55.14,-3
53.46,-0.87
55.47,-2.91
51.56,-4.02
55.6,-2.77
55.61,-2.77
56.01,-3.78
51.05,-0.85
51.04,-3.31
50.79,-1.37
52.49,-2.01
52.25,-1.72
51.98,0.09
51.95,-2
51.83,-1.56
51.88,-0.24
51.22,0.59
51.5,-0.56
54.94,-2.28
53.55,-2.21
53.23,-2.09
53,-1.34
51.47,-2.1
51.68,-0.45
51.38,-0.9
52.92,-1.56
51.54,-0.54
51.12,-0.2
52.48,-2.01
52.25,-1.72
51.85,0.71
52.93,-1.59
51.22,0.59
